IPAD_DB_ID,Name,Targeting-protein,Research models,Ref. Link,Molecular Formula,Molecular Weight,IUPAC Name,InChI,InChI Key,Canonical SMILES,,,,
D00664,"2-methoxy-5-(2',3',4'-trimethoxyphenyl)tropone",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15590663/,C17H18O5,302.32,"2-methoxy-5-(2,3,4-trimethoxyphenyl)cyclohepta-2,4,6-trien-1-one","InChI=1S/C17H18O5/c1-19-14-9-6-11(5-8-13(14)18)12-7-10-15(20-2)17(22-4)16(12)21-3/h5-10H,1-4H3",QIMGSZURBOTPMW-UHFFFAOYSA-N,COC1=C(C(=C(C=C1)C2=CC=C(C(=O)C=C2)OC)OC)OC,,,,
D00665,"2-methoxy-5-(2',3',4'-trimethoxyphenyl)tropone",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15591071/,C17H18O5,302.32,"2-methoxy-5-(2,3,4-trimethoxyphenyl)cyclohepta-2,4,6-trien-1-one","InChI=1S/C17H18O5/c1-19-14-9-6-11(5-8-13(14)18)12-7-10-15(20-2)17(22-4)16(12)21-3/h5-10H,1-4H3",QIMGSZURBOTPMW-UHFFFAOYSA-N,COC1=C(C(=C(C=C1)C2=CC=C(C(=O)C=C2)OC)OC)OC,,,,
D00666,"2-methoxy-5-(2',3',4'-trimethoxyphenyl)tropone",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15993441/,C17H18O5,302.32,"2-methoxy-5-(2,3,4-trimethoxyphenyl)cyclohepta-2,4,6-trien-1-one","InChI=1S/C17H18O5/c1-19-14-9-6-11(5-8-13(14)18)12-7-10-15(20-2)17(22-4)16(12)21-3/h5-10H,1-4H3",QIMGSZURBOTPMW-UHFFFAOYSA-N,COC1=C(C(=C(C=C1)C2=CC=C(C(=O)C=C2)OC)OC)OC,,,,
D00667,"2-methoxy-5-(2',3',4'-trimethoxyphenyl)tropone",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16204253/,C17H18O5,302.32,"2-methoxy-5-(2,3,4-trimethoxyphenyl)cyclohepta-2,4,6-trien-1-one","InChI=1S/C17H18O5/c1-19-14-9-6-11(5-8-13(14)18)12-7-10-15(20-2)17(22-4)16(12)21-3/h5-10H,1-4H3",QIMGSZURBOTPMW-UHFFFAOYSA-N,COC1=C(C(=C(C=C1)C2=CC=C(C(=O)C=C2)OC)OC)OC,,,,
D00668,"2-methoxy-5-(2',3',4'-trimethoxyphenyl)tropone",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16266835/,C17H18O5,302.32,"2-methoxy-5-(2,3,4-trimethoxyphenyl)cyclohepta-2,4,6-trien-1-one","InChI=1S/C17H18O5/c1-19-14-9-6-11(5-8-13(14)18)12-7-10-15(20-2)17(22-4)16(12)21-3/h5-10H,1-4H3",QIMGSZURBOTPMW-UHFFFAOYSA-N,COC1=C(C(=C(C=C1)C2=CC=C(C(=O)C=C2)OC)OC)OC,,,,
D00669,"2-methoxy-5-(2',3',4'-trimethoxyphenyl)tropone",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16325427/,C17H18O5,302.32,"2-methoxy-5-(2,3,4-trimethoxyphenyl)cyclohepta-2,4,6-trien-1-one","InChI=1S/C17H18O5/c1-19-14-9-6-11(5-8-13(14)18)12-7-10-15(20-2)17(22-4)16(12)21-3/h5-10H,1-4H3",QIMGSZURBOTPMW-UHFFFAOYSA-N,COC1=C(C(=C(C=C1)C2=CC=C(C(=O)C=C2)OC)OC)OC,,,,
D00670,2-methyl-1-propenylbenzoate,Butyrylcholinesterase (BChE),-,https://pubmed.ncbi.nlm.nih.gov/23022600/,,,,,,,,,,
D00671,2-methyl-2H-pyrazole-3-carboxylic acid (2-methyl-4-o-tolylazophenyl)amide,Acetylcholinesterase (AChE),-,https://pubmed.ncbi.nlm.nih.gov/22944069/,,,,,,,,,,
D00672,2-methyl-2H-pyrazole-3-carboxylic acid (2-methyl-4-o-tolylazophenyl)amide,Acetylcholinesterase (AChE),-,https://pubmed.ncbi.nlm.nih.gov/23047022/,,,,,,,,,,
D00673,2-O-(3-carboxyl-4-iodosobenzyl)-beta-cyclodextrin,Acetylcholinesterase (AChE),-,https://pubmed.ncbi.nlm.nih.gov/22944069/,,,,,,,,,,
D00674,2-O-(3-carboxyl-4-iodosobenzyl)-beta-cyclodextrin,Acetylcholinesterase (AChE),-,https://pubmed.ncbi.nlm.nih.gov/23047022/,,,,,,,,,,
D00675,"2-thio(3-iodobenzyl)-5-(1-pyridyl)-(1,3,4)oxadiazole",Tau protein,-,https://pubmed.ncbi.nlm.nih.gov/12852432/,,,,,,,,,,
D00676,"3-(3-chloro-4-hydroxyphenylamino)-4-(4-nitrophenyl)-1H-pyrrole-2,5-dione",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12192006/,C16H10ClN3O5,359.72,"3-(3-chloro-4-hydroxyanilino)-4-(2-nitrophenyl)pyrrole-2,5-dione","InChI=1S/C16H10ClN3O5/c17-10-7-8(5-6-12(10)21)18-14-13(15(22)19-16(14)23)9-3-1-2-4-11(9)20(24)25/h1-7,21H,(H2,18,19,22,23)",PQCXVIPXISBFPN-UHFFFAOYSA-N,C1=CC=C(C(=C1)C2=C(C(=O)NC2=O)NC3=CC(=C(C=C3)O)Cl)[N+](=O)[O-],,,,
D00677,"3-(3-chloro-4-hydroxyphenylamino)-4-(4-nitrophenyl)-1H-pyrrole-2,5-dione",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12572668/,C16H10ClN3O5,359.72,"3-(3-chloro-4-hydroxyanilino)-4-(2-nitrophenyl)pyrrole-2,5-dione","InChI=1S/C16H10ClN3O5/c17-10-7-8(5-6-12(10)21)18-14-13(15(22)19-16(14)23)9-3-1-2-4-11(9)20(24)25/h1-7,21H,(H2,18,19,22,23)",PQCXVIPXISBFPN-UHFFFAOYSA-N,C1=CC=C(C(=C1)C2=C(C(=O)NC2=O)NC3=CC(=C(C=C3)O)Cl)[N+](=O)[O-],,,,
D00678,"3-(3-chloro-4-hydroxyphenylamino)-4-(4-nitrophenyl)-1H-pyrrole-2,5-dione",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12746438/,C16H10ClN3O5,359.72,"3-(3-chloro-4-hydroxyanilino)-4-(2-nitrophenyl)pyrrole-2,5-dione","InChI=1S/C16H10ClN3O5/c17-10-7-8(5-6-12(10)21)18-14-13(15(22)19-16(14)23)9-3-1-2-4-11(9)20(24)25/h1-7,21H,(H2,18,19,22,23)",PQCXVIPXISBFPN-UHFFFAOYSA-N,C1=CC=C(C(=C1)C2=C(C(=O)NC2=O)NC3=CC(=C(C=C3)O)Cl)[N+](=O)[O-],,,,
D00679,"3-(3-chloro-4-hydroxyphenylamino)-4-(4-nitrophenyl)-1H-pyrrole-2,5-dione",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12852432/,C16H10ClN3O5,359.72,"3-(3-chloro-4-hydroxyanilino)-4-(2-nitrophenyl)pyrrole-2,5-dione","InChI=1S/C16H10ClN3O5/c17-10-7-8(5-6-12(10)21)18-14-13(15(22)19-16(14)23)9-3-1-2-4-11(9)20(24)25/h1-7,21H,(H2,18,19,22,23)",PQCXVIPXISBFPN-UHFFFAOYSA-N,C1=CC=C(C(=C1)C2=C(C(=O)NC2=O)NC3=CC(=C(C=C3)O)Cl)[N+](=O)[O-],,,,
D00680,"3-(3-chloro-4-hydroxyphenylamino)-4-(4-nitrophenyl)-1H-pyrrole-2,5-dione",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/1497677/,C16H10ClN3O5,359.72,"3-(3-chloro-4-hydroxyanilino)-4-(2-nitrophenyl)pyrrole-2,5-dione","InChI=1S/C16H10ClN3O5/c17-10-7-8(5-6-12(10)21)18-14-13(15(22)19-16(14)23)9-3-1-2-4-11(9)20(24)25/h1-7,21H,(H2,18,19,22,23)",PQCXVIPXISBFPN-UHFFFAOYSA-N,C1=CC=C(C(=C1)C2=C(C(=O)NC2=O)NC3=CC(=C(C=C3)O)Cl)[N+](=O)[O-],,,,
D00681,"3-(3-chloro-4-hydroxyphenylamino)-4-(4-nitrophenyl)-1H-pyrrole-2,5-dione",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15590663/,C16H10ClN3O5,359.72,"3-(3-chloro-4-hydroxyanilino)-4-(2-nitrophenyl)pyrrole-2,5-dione","InChI=1S/C16H10ClN3O5/c17-10-7-8(5-6-12(10)21)18-14-13(15(22)19-16(14)23)9-3-1-2-4-11(9)20(24)25/h1-7,21H,(H2,18,19,22,23)",PQCXVIPXISBFPN-UHFFFAOYSA-N,C1=CC=C(C(=C1)C2=C(C(=O)NC2=O)NC3=CC(=C(C=C3)O)Cl)[N+](=O)[O-],,,,
D00682,"3-(3-chloro-4-hydroxyphenylamino)-4-(4-nitrophenyl)-1H-pyrrole-2,5-dione",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15591071/,C16H10ClN3O5,359.72,"3-(3-chloro-4-hydroxyanilino)-4-(2-nitrophenyl)pyrrole-2,5-dione","InChI=1S/C16H10ClN3O5/c17-10-7-8(5-6-12(10)21)18-14-13(15(22)19-16(14)23)9-3-1-2-4-11(9)20(24)25/h1-7,21H,(H2,18,19,22,23)",PQCXVIPXISBFPN-UHFFFAOYSA-N,C1=CC=C(C(=C1)C2=C(C(=O)NC2=O)NC3=CC(=C(C=C3)O)Cl)[N+](=O)[O-],,,,
D00683,"3-(3-chloro-4-hydroxyphenylamino)-4-(4-nitrophenyl)-1H-pyrrole-2,5-dione",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15993441/,C16H10ClN3O5,359.72,"3-(3-chloro-4-hydroxyanilino)-4-(2-nitrophenyl)pyrrole-2,5-dione","InChI=1S/C16H10ClN3O5/c17-10-7-8(5-6-12(10)21)18-14-13(15(22)19-16(14)23)9-3-1-2-4-11(9)20(24)25/h1-7,21H,(H2,18,19,22,23)",PQCXVIPXISBFPN-UHFFFAOYSA-N,C1=CC=C(C(=C1)C2=C(C(=O)NC2=O)NC3=CC(=C(C=C3)O)Cl)[N+](=O)[O-],,,,
D00684,"3-(3-chloro-4-hydroxyphenylamino)-4-(4-nitrophenyl)-1H-pyrrole-2,5-dione",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16204253/,C16H10ClN3O5,359.72,"3-(3-chloro-4-hydroxyanilino)-4-(2-nitrophenyl)pyrrole-2,5-dione","InChI=1S/C16H10ClN3O5/c17-10-7-8(5-6-12(10)21)18-14-13(15(22)19-16(14)23)9-3-1-2-4-11(9)20(24)25/h1-7,21H,(H2,18,19,22,23)",PQCXVIPXISBFPN-UHFFFAOYSA-N,C1=CC=C(C(=C1)C2=C(C(=O)NC2=O)NC3=CC(=C(C=C3)O)Cl)[N+](=O)[O-],,,,
D00685,"3-(3-chloro-4-hydroxyphenylamino)-4-(4-nitrophenyl)-1H-pyrrole-2,5-dione",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16266835/,C16H10ClN3O5,359.72,"3-(3-chloro-4-hydroxyanilino)-4-(2-nitrophenyl)pyrrole-2,5-dione","InChI=1S/C16H10ClN3O5/c17-10-7-8(5-6-12(10)21)18-14-13(15(22)19-16(14)23)9-3-1-2-4-11(9)20(24)25/h1-7,21H,(H2,18,19,22,23)",PQCXVIPXISBFPN-UHFFFAOYSA-N,C1=CC=C(C(=C1)C2=C(C(=O)NC2=O)NC3=CC(=C(C=C3)O)Cl)[N+](=O)[O-],,,,
D00686,"3-(3-chloro-4-hydroxyphenylamino)-4-(4-nitrophenyl)-1H-pyrrole-2,5-dione",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16325427/,C16H10ClN3O5,359.72,"3-(3-chloro-4-hydroxyanilino)-4-(2-nitrophenyl)pyrrole-2,5-dione","InChI=1S/C16H10ClN3O5/c17-10-7-8(5-6-12(10)21)18-14-13(15(22)19-16(14)23)9-3-1-2-4-11(9)20(24)25/h1-7,21H,(H2,18,19,22,23)",PQCXVIPXISBFPN-UHFFFAOYSA-N,C1=CC=C(C(=C1)C2=C(C(=O)NC2=O)NC3=CC(=C(C=C3)O)Cl)[N+](=O)[O-],,,,
D00687,"3,3',4,5'-tetrahydroxystilbene",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12192006/,C14H12O4,244.24,"4-[(E)-2-(3,5-dihydroxyphenyl)ethenyl]benzene-1,2-diol","InChI=1S/C14H12O4/c15-11-5-10(6-12(16)8-11)2-1-9-3-4-13(17)14(18)7-9/h1-8,15-18H/b2-1+",CDRPUGZCRXZLFL-OWOJBTEDSA-N,C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O,,,,
D00688,"3,3',4,5'-tetrahydroxystilbene",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12572668/,C14H12O4,244.24,"4-[(E)-2-(3,5-dihydroxyphenyl)ethenyl]benzene-1,2-diol","InChI=1S/C14H12O4/c15-11-5-10(6-12(16)8-11)2-1-9-3-4-13(17)14(18)7-9/h1-8,15-18H/b2-1+",CDRPUGZCRXZLFL-OWOJBTEDSA-N,C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O,,,,
D00689,"3,3',4,5'-tetrahydroxystilbene",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12746438/,C14H12O4,244.24,"4-[(E)-2-(3,5-dihydroxyphenyl)ethenyl]benzene-1,2-diol","InChI=1S/C14H12O4/c15-11-5-10(6-12(16)8-11)2-1-9-3-4-13(17)14(18)7-9/h1-8,15-18H/b2-1+",CDRPUGZCRXZLFL-OWOJBTEDSA-N,C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O,,,,
D00690,"3,3',4,5'-tetrahydroxystilbene",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12852432/,C14H12O4,244.24,"4-[(E)-2-(3,5-dihydroxyphenyl)ethenyl]benzene-1,2-diol","InChI=1S/C14H12O4/c15-11-5-10(6-12(16)8-11)2-1-9-3-4-13(17)14(18)7-9/h1-8,15-18H/b2-1+",CDRPUGZCRXZLFL-OWOJBTEDSA-N,C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O,,,,
D00691,"3,3',4,5'-tetrahydroxystilbene",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/1497677/,C14H12O4,244.24,"4-[(E)-2-(3,5-dihydroxyphenyl)ethenyl]benzene-1,2-diol","InChI=1S/C14H12O4/c15-11-5-10(6-12(16)8-11)2-1-9-3-4-13(17)14(18)7-9/h1-8,15-18H/b2-1+",CDRPUGZCRXZLFL-OWOJBTEDSA-N,C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O,,,,
D00692,"3,3',4,5'-tetrahydroxystilbene",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15590663/,C14H12O4,244.24,"4-[(E)-2-(3,5-dihydroxyphenyl)ethenyl]benzene-1,2-diol","InChI=1S/C14H12O4/c15-11-5-10(6-12(16)8-11)2-1-9-3-4-13(17)14(18)7-9/h1-8,15-18H/b2-1+",CDRPUGZCRXZLFL-OWOJBTEDSA-N,C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O,,,,
D00693,"3,3',4,5'-tetrahydroxystilbene",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15591071/,C14H12O4,244.24,"4-[(E)-2-(3,5-dihydroxyphenyl)ethenyl]benzene-1,2-diol","InChI=1S/C14H12O4/c15-11-5-10(6-12(16)8-11)2-1-9-3-4-13(17)14(18)7-9/h1-8,15-18H/b2-1+",CDRPUGZCRXZLFL-OWOJBTEDSA-N,C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O,,,,
D00694,"3,3',4,5'-tetrahydroxystilbene",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15993441/,C14H12O4,244.24,"4-[(E)-2-(3,5-dihydroxyphenyl)ethenyl]benzene-1,2-diol","InChI=1S/C14H12O4/c15-11-5-10(6-12(16)8-11)2-1-9-3-4-13(17)14(18)7-9/h1-8,15-18H/b2-1+",CDRPUGZCRXZLFL-OWOJBTEDSA-N,C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O,,,,
D00695,"3,3',4,5'-tetrahydroxystilbene",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16204253/,C14H12O4,244.24,"4-[(E)-2-(3,5-dihydroxyphenyl)ethenyl]benzene-1,2-diol","InChI=1S/C14H12O4/c15-11-5-10(6-12(16)8-11)2-1-9-3-4-13(17)14(18)7-9/h1-8,15-18H/b2-1+",CDRPUGZCRXZLFL-OWOJBTEDSA-N,C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O,,,,
D00696,"3,3',4,5'-tetrahydroxystilbene",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16266835/,C14H12O4,244.24,"4-[(E)-2-(3,5-dihydroxyphenyl)ethenyl]benzene-1,2-diol","InChI=1S/C14H12O4/c15-11-5-10(6-12(16)8-11)2-1-9-3-4-13(17)14(18)7-9/h1-8,15-18H/b2-1+",CDRPUGZCRXZLFL-OWOJBTEDSA-N,C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O,,,,
D00697,"3,3',4,5'-tetrahydroxystilbene",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16325427/,C14H12O4,244.24,"4-[(E)-2-(3,5-dihydroxyphenyl)ethenyl]benzene-1,2-diol","InChI=1S/C14H12O4/c15-11-5-10(6-12(16)8-11)2-1-9-3-4-13(17)14(18)7-9/h1-8,15-18H/b2-1+",CDRPUGZCRXZLFL-OWOJBTEDSA-N,C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O,,,,
D00698,"3,4,3',4'-tetrachlorobiphenyl",MAOB,-,https://pubmed.ncbi.nlm.nih.gov/21075085/,C12H6Cl4,292.0,"1,2-dichloro-4-(3,4-dichlorophenyl)benzene",InChI=1S/C12H6Cl4/c13-9-3-1-7(5-11(9)15)8-2-4-10(14)12(16)6-8/h1-6H,UQMGJOKDKOLIDP-UHFFFAOYSA-N,C1=CC(=C(C=C1C2=CC(=C(C=C2)Cl)Cl)Cl)Cl,,,,
D00699,"3,4,3',4'-tetrachlorobiphenyl",MAOB,-,https://pubmed.ncbi.nlm.nih.gov/7816197/,C12H6Cl4,292.0,"1,2-dichloro-4-(3,4-dichlorophenyl)benzene",InChI=1S/C12H6Cl4/c13-9-3-1-7(5-11(9)15)8-2-4-10(14)12(16)6-8/h1-6H,UQMGJOKDKOLIDP-UHFFFAOYSA-N,C1=CC(=C(C=C1C2=CC(=C(C=C2)Cl)Cl)Cl)Cl,,,,
D00700,"3,4,5,3',4'-pentachlorobiphenyl",MAOB,-,https://pubmed.ncbi.nlm.nih.gov/21075085/,C12H5Cl5,326.4,"1,2,3-trichloro-5-(3,4-dichlorophenyl)benzene",InChI=1S/C12H5Cl5/c13-8-2-1-6(3-9(8)14)7-4-10(15)12(17)11(16)5-7/h1-5H,REHONNLQRWTIFF-UHFFFAOYSA-N,C1=CC(=C(C=C1C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl)Cl,,,,
D00701,"3,4,5,3',4'-pentachlorobiphenyl",MAOB,-,https://pubmed.ncbi.nlm.nih.gov/7816197/,C12H5Cl5,326.4,"1,2,3-trichloro-5-(3,4-dichlorophenyl)benzene",InChI=1S/C12H5Cl5/c13-8-2-1-6(3-9(8)14)7-4-10(15)12(17)11(16)5-7/h1-5H,REHONNLQRWTIFF-UHFFFAOYSA-N,C1=CC(=C(C=C1C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl)Cl,,,,
D00702,"3,4',5-trimethoxystilbene",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12192006/,C17H18O3,270.32,"1,3-dimethoxy-5-[(E)-2-(4-methoxyphenyl)ethenyl]benzene","InChI=1S/C17H18O3/c1-18-15-8-6-13(7-9-15)4-5-14-10-16(19-2)12-17(11-14)20-3/h4-12H,1-3H3/b5-4+",GDHNBPHYVRHYCC-SNAWJCMRSA-N,COC1=CC=C(C=C1)C=CC2=CC(=CC(=C2)OC)OC,,,,
D00703,"3,4',5-trimethoxystilbene",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12572668/,C17H18O3,270.32,"1,3-dimethoxy-5-[(E)-2-(4-methoxyphenyl)ethenyl]benzene","InChI=1S/C17H18O3/c1-18-15-8-6-13(7-9-15)4-5-14-10-16(19-2)12-17(11-14)20-3/h4-12H,1-3H3/b5-4+",GDHNBPHYVRHYCC-SNAWJCMRSA-N,COC1=CC=C(C=C1)C=CC2=CC(=CC(=C2)OC)OC,,,,
D00704,"3,4',5-trimethoxystilbene",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12746438/,C17H18O3,270.32,"1,3-dimethoxy-5-[(E)-2-(4-methoxyphenyl)ethenyl]benzene","InChI=1S/C17H18O3/c1-18-15-8-6-13(7-9-15)4-5-14-10-16(19-2)12-17(11-14)20-3/h4-12H,1-3H3/b5-4+",GDHNBPHYVRHYCC-SNAWJCMRSA-N,COC1=CC=C(C=C1)C=CC2=CC(=CC(=C2)OC)OC,,,,
D00705,"3,4',5-trimethoxystilbene",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12852432/,C17H18O3,270.32,"1,3-dimethoxy-5-[(E)-2-(4-methoxyphenyl)ethenyl]benzene","InChI=1S/C17H18O3/c1-18-15-8-6-13(7-9-15)4-5-14-10-16(19-2)12-17(11-14)20-3/h4-12H,1-3H3/b5-4+",GDHNBPHYVRHYCC-SNAWJCMRSA-N,COC1=CC=C(C=C1)C=CC2=CC(=CC(=C2)OC)OC,,,,
D00706,"3,4',5-trimethoxystilbene",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/1497677/,C17H18O3,270.32,"1,3-dimethoxy-5-[(E)-2-(4-methoxyphenyl)ethenyl]benzene","InChI=1S/C17H18O3/c1-18-15-8-6-13(7-9-15)4-5-14-10-16(19-2)12-17(11-14)20-3/h4-12H,1-3H3/b5-4+",GDHNBPHYVRHYCC-SNAWJCMRSA-N,COC1=CC=C(C=C1)C=CC2=CC(=CC(=C2)OC)OC,,,,
D00707,"3,4',5-trimethoxystilbene",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15590663/,C17H18O3,270.32,"1,3-dimethoxy-5-[(E)-2-(4-methoxyphenyl)ethenyl]benzene","InChI=1S/C17H18O3/c1-18-15-8-6-13(7-9-15)4-5-14-10-16(19-2)12-17(11-14)20-3/h4-12H,1-3H3/b5-4+",GDHNBPHYVRHYCC-SNAWJCMRSA-N,COC1=CC=C(C=C1)C=CC2=CC(=CC(=C2)OC)OC,,,,
D00708,"3,4',5-trimethoxystilbene",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15591071/,C17H18O3,270.32,"1,3-dimethoxy-5-[(E)-2-(4-methoxyphenyl)ethenyl]benzene","InChI=1S/C17H18O3/c1-18-15-8-6-13(7-9-15)4-5-14-10-16(19-2)12-17(11-14)20-3/h4-12H,1-3H3/b5-4+",GDHNBPHYVRHYCC-SNAWJCMRSA-N,COC1=CC=C(C=C1)C=CC2=CC(=CC(=C2)OC)OC,,,,
D00709,"3,4',5-trimethoxystilbene",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15993441/,C17H18O3,270.32,"1,3-dimethoxy-5-[(E)-2-(4-methoxyphenyl)ethenyl]benzene","InChI=1S/C17H18O3/c1-18-15-8-6-13(7-9-15)4-5-14-10-16(19-2)12-17(11-14)20-3/h4-12H,1-3H3/b5-4+",GDHNBPHYVRHYCC-SNAWJCMRSA-N,COC1=CC=C(C=C1)C=CC2=CC(=CC(=C2)OC)OC,,,,
D00710,"3,4',5-trimethoxystilbene",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16204253/,C17H18O3,270.32,"1,3-dimethoxy-5-[(E)-2-(4-methoxyphenyl)ethenyl]benzene","InChI=1S/C17H18O3/c1-18-15-8-6-13(7-9-15)4-5-14-10-16(19-2)12-17(11-14)20-3/h4-12H,1-3H3/b5-4+",GDHNBPHYVRHYCC-SNAWJCMRSA-N,COC1=CC=C(C=C1)C=CC2=CC(=CC(=C2)OC)OC,,,,
D00711,"3,4',5-trimethoxystilbene",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16266835/,C17H18O3,270.32,"1,3-dimethoxy-5-[(E)-2-(4-methoxyphenyl)ethenyl]benzene","InChI=1S/C17H18O3/c1-18-15-8-6-13(7-9-15)4-5-14-10-16(19-2)12-17(11-14)20-3/h4-12H,1-3H3/b5-4+",GDHNBPHYVRHYCC-SNAWJCMRSA-N,COC1=CC=C(C=C1)C=CC2=CC(=CC(=C2)OC)OC,,,,
D00712,"3,4',5-trimethoxystilbene",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16325427/,C17H18O3,270.32,"1,3-dimethoxy-5-[(E)-2-(4-methoxyphenyl)ethenyl]benzene","InChI=1S/C17H18O3/c1-18-15-8-6-13(7-9-15)4-5-14-10-16(19-2)12-17(11-14)20-3/h4-12H,1-3H3/b5-4+",GDHNBPHYVRHYCC-SNAWJCMRSA-N,COC1=CC=C(C=C1)C=CC2=CC(=CC(=C2)OC)OC,,,,
D00713,"3,4,7,8-tetramethyl-1,10-phenanthroline",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12192006/,C16H16N2,236.31,"3,4,7,8-tetramethyl-1,10-phenanthroline","InChI=1S/C16H16N2/c1-9-7-17-15-13(11(9)3)5-6-14-12(4)10(2)8-18-16(14)15/h5-8H,1-4H3",NPAXPTHCUCUHPT-UHFFFAOYSA-N,CC1=CN=C2C(=C1C)C=CC3=C(C(=CN=C32)C)C,,,,
D00714,"3,4,7,8-tetramethyl-1,10-phenanthroline",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12572668/,C16H16N2,236.31,"3,4,7,8-tetramethyl-1,10-phenanthroline","InChI=1S/C16H16N2/c1-9-7-17-15-13(11(9)3)5-6-14-12(4)10(2)8-18-16(14)15/h5-8H,1-4H3",NPAXPTHCUCUHPT-UHFFFAOYSA-N,CC1=CN=C2C(=C1C)C=CC3=C(C(=CN=C32)C)C,,,,
D00715,"3,4,7,8-tetramethyl-1,10-phenanthroline",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12746438/,C16H16N2,236.31,"3,4,7,8-tetramethyl-1,10-phenanthroline","InChI=1S/C16H16N2/c1-9-7-17-15-13(11(9)3)5-6-14-12(4)10(2)8-18-16(14)15/h5-8H,1-4H3",NPAXPTHCUCUHPT-UHFFFAOYSA-N,CC1=CN=C2C(=C1C)C=CC3=C(C(=CN=C32)C)C,,,,
D00716,"3,4,7,8-tetramethyl-1,10-phenanthroline",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12852432/,C16H16N2,236.31,"3,4,7,8-tetramethyl-1,10-phenanthroline","InChI=1S/C16H16N2/c1-9-7-17-15-13(11(9)3)5-6-14-12(4)10(2)8-18-16(14)15/h5-8H,1-4H3",NPAXPTHCUCUHPT-UHFFFAOYSA-N,CC1=CN=C2C(=C1C)C=CC3=C(C(=CN=C32)C)C,,,,
D00717,"3,4,7,8-tetramethyl-1,10-phenanthroline",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/1497677/,C16H16N2,236.31,"3,4,7,8-tetramethyl-1,10-phenanthroline","InChI=1S/C16H16N2/c1-9-7-17-15-13(11(9)3)5-6-14-12(4)10(2)8-18-16(14)15/h5-8H,1-4H3",NPAXPTHCUCUHPT-UHFFFAOYSA-N,CC1=CN=C2C(=C1C)C=CC3=C(C(=CN=C32)C)C,,,,
